Coding System,CVX Code,NZVX Code,GP Code,CVX Short Description,vaccine status,VG_Name,Sequence RXA-2,Indication RXA-19 ,Uncertain formulation CVX,ScheduleCode,Name,Simple Description,Detailed Description,Common Responses,Rare Responses,More Information,,,,
CVX,20,,,DTaP,,,1 to 99,6,,,"Diphtheria, Tetanus & Acellular Pertussis","Protects against Diphtheria, Tetanus, Acellular Pertussis","BOOSTRIX is a vaccine used for booster vaccination against diphtheria, tetanus and pertussis
(whooping cough). The vaccine is sometimes called dTpa vaccine.
BOOSTRIX is intended for use in children aged 4 years and older and
adults.
Diphtheria, pertussis and tetanus are three life-threatening diseases caused by bacterial infection.
The vaccine works by causing the body to produce its own protection (antibodies) against the
disease.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin.
Generally, the airways become inflamed (swollen) causing severe breathing difficulties and
sometimes suffocation. The bacteria release a toxin (poison) which can cause nerve damage,
heart problems and death. The risk of serious complications and death is greater in the very young
and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to
infection are burn wounds, fractures, deep wounds or wounds contaminated with soil, dust, horse
manure or wood splinters. The bacteria release toxins, which can cause muscle stiffness, painful
spasms, fits and death. The spasm can be strong enough to cause bone fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing
that may interfere with normal breathing. The coughing is often accompanied by a “whooping”
sound. The cough may last for 1-2 months or longer. Pertussis can also cause inner ear infections,
long lasting bronchitis, pneumonia, fits, brain damage and death. The risk of severe complications
and death is greatest in infants under 6 months of age.
Vaccination is the best way of protecting against these diseases. BOOSTRIX vaccine cannot give
you or your child diphtheria, tetanus or pertussis infection. The vaccine will not protect against
diseases caused by other types of bacteria or organisms.","Pain and swelling around the injection site may prevent normal everyday activities for 24–48 hours
Headache or nausea
Muscle or joint stiffness or pain","Hives
Sterile abscess at the injection site
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/boostrix,,,,
CVX,106,,,"DTaP, 5 pertussis antigens",Active,DTAP,,,107,,,,,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
CVX,107,,,"DTaP, unspecified formulation",Inactive,DTAP,,,107,,,,,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
CVX,146,,,"DTaP,IPV,Hib,HepB",Active,DTAP,,,107,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
CVX,146,,,"DTaP,IPV,Hib,HepB",Active,HepB,,,45,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
CVX,146,,,"DTaP,IPV,Hib,HepB",Active,POLIO,,,89,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
CVX,146,,,"DTaP,IPV,Hib,HepB",Active,HIB,,,17,DTaP-IPV-HepB/Hib,"Diphtheria, Tetanus, Acellular Pertussis (Whooping Cough), Polio, Hepatitis B & Haemophilus Influanzae Type B","Protects against diphtheria, tetanus, pertussis, polio, hepatitis B and Haemophilus influenzae type b (Hib).","INFANRIX HEXA is indicated for primary and booster vaccination of infants and toddlers
against diphtheria, tetanus, pertussis, hepatitis B, poliomyelitis and Haemophilus influenzae
type b. ","Mild pain, redness and swelling around injection site
Decreased appetite
Vomiting or diarrhoea
Irritability, restlessness
Unusual crying
Limb swelling","Hives
Temporary low platelet count
Persistent inconsolable screaming in infants
Hypotonic, hyporesponsive episode (HHE) in infants
Convulsion
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/infanrix-hexa,,,,
GP Codes,,,DTaP/Hib,DTaP/Hib,,,,,,,"Diphtheria, Tetanus, Acellular Pertussis & Haemophilus Influenzae Type B","Protects against Diphtheria, Tetanus, Acellular Pertussis, Haemophilus Influenzae Type B",,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
CVX,170,,,DTAP/IPV/HIB - non-US,Non-US,POLIO,,,89,,,,,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
CVX,170,,,DTAP/IPV/HIB - non-US,Non-US,HIB,,,17,,,,,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
CVX,170,,,DTAP/IPV/HIB - non-US,Non-US,DTAP,,,107,,,,,,,https://www.immune.org.nz/vaccines/available-vaccines,,,,
GP Codes,,,DTaP-1 6w,DTaP-1 6w,,,,,,,"Diphtheria, Tetanus & Acellular Pertussis","Protects against Diphtheria, Tetanus, Acellular Pertussis","BOOSTRIX is a vaccine used for booster vaccination against diphtheria, tetanus and pertussis
(whooping cough). The vaccine is sometimes called dTpa vaccine.
BOOSTRIX is intended for use in children aged 4 years and older and
adults.
Diphtheria, pertussis and tetanus are three life-threatening diseases caused by bacterial infection.
The vaccine works by causing the body to produce its own protection (antibodies) against the
disease.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin.
Generally, the airways become inflamed (swollen) causing severe breathing difficulties and
sometimes suffocation. The bacteria release a toxin (poison) which can cause nerve damage,
heart problems and death. The risk of serious complications and death is greater in the very young
and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to
infection are burn wounds, fractures, deep wounds or wounds contaminated with soil, dust, horse
manure or wood splinters. The bacteria release toxins, which can cause muscle stiffness, painful
spasms, fits and death. The spasm can be strong enough to cause bone fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing
that may interfere with normal breathing. The coughing is often accompanied by a “whooping”
sound. The cough may last for 1-2 months or longer. Pertussis can also cause inner ear infections,
long lasting bronchitis, pneumonia, fits, brain damage and death. The risk of severe complications
and death is greatest in infants under 6 months of age.
Vaccination is the best way of protecting against these diseases. BOOSTRIX vaccine cannot give
you or your child diphtheria, tetanus or pertussis infection. The vaccine will not protect against
diseases caused by other types of bacteria or organisms.","Pain and swelling around the injection site may prevent normal everyday activities for 24–48 hours
Headache or nausea
Muscle or joint stiffness or pain","Hives
Sterile abscess at the injection site
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/boostrix,,,,
GP Codes,,,DTaP-2 3m,DTaP-2 3m,,,,,,,"Diphtheria, Tetanus & Acellular Pertussis","Protects against Diphtheria, Tetanus, Acellular Pertussis","BOOSTRIX is a vaccine used for booster vaccination against diphtheria, tetanus and pertussis
(whooping cough). The vaccine is sometimes called dTpa vaccine.
BOOSTRIX is intended for use in children aged 4 years and older and
adults.
Diphtheria, pertussis and tetanus are three life-threatening diseases caused by bacterial infection.
The vaccine works by causing the body to produce its own protection (antibodies) against the
disease.
Diphtheria
Diphtheria is a bacterium that lives in the airways of humans and can also affect the skin.
Generally, the airways become inflamed (swollen) causing severe breathing difficulties and
sometimes suffocation. The bacteria release a toxin (poison) which can cause nerve damage,
heart problems and death. The risk of serious complications and death is greater in the very young
and elderly.
Tetanus (Lockjaw)
Tetanus bacteria enter the body through wounded skin. Wounds that are especially prone to
infection are burn wounds, fractures, deep wounds or wounds contaminated with soil, dust, horse
manure or wood splinters. The bacteria release toxins, which can cause muscle stiffness, painful
spasms, fits and death. The spasm can be strong enough to cause bone fractures of the spine.
Pertussis (Whooping cough)
Pertussis is highly infectious. It affects the breathing tract causing severe spells of coughing
that may interfere with normal breathing. The coughing is often accompanied by a “whooping”
sound. The cough may last for 1-2 months or longer. Pertussis can also cause inner ear infections,
long lasting bronchitis, pneumonia, fits, brain damage and death. The risk of severe complications
and death is greatest in infants under 6 months of age.
Vaccination is the best way of protecting against these diseases. BOOSTRIX vaccine cannot give
you or your child diphtheria, tetanus or pertussis infection. The vaccine will not protect against
diseases caused by other types of bacteria or organisms.","Pain and swelling around the injection site may prevent normal everyday activities for 24–48 hours
Headache or nausea
Muscle or joint stiffness or pain","Hives
Sterile abscess at the injection site
As with any medicine, very rarely a severe allergic reaction (anaphylaxis) can occur following immunisation.",https://www.immune.org.nz/vaccines/available-vaccines/boostrix,,,,
